,job,location,date,company
0,Back End Lead / Staff Software Engineer (Bangkok based – Relocation provided),"Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
1,Senior Front End Developer - Jumia (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group
2,"Lead / Staff Full Stack Software Engineer ( Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
3,"Lead / Staff Full Stack Software Engineer ( Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
4,"Security Automation Engineer ( Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
5,"Security Automation Engineer ( Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
6,PHP Team Lead - Jumia (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group
7,"C# Software Developer, Trilogy (Remote) - $100,000/year USD","Alexandrie, Alexandrie, Égypte À distance",Il y a 1 jour,Crossover for Work
8,"Security Automation Engineer ( Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
9,"Angular, CSS, HTML5, JavaScript Software Developer","El Gouna, Mer Rouge, Égypte Sur site",Il y a 2 semaines,TreviPay
10,Senior Product Owner- Jumia Pay (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group
11,Sales Executive,"Le Caire, Égypte Sur site",Il y a 5 jours,Linkedware
12,Golang Developer - Jumia (Full-time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group
13,After-sales Engineer,"Le Caire, Égypte Sur site",Il y a 1 semaine,MTI- GROUP jobs
14,"Senior Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Le Caire, Le Caire, Égypte",Il y a 3 jours,Agoda
15,Staff Nurse in Saudi Arabia,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Antal International
16,Assistant/Associate Professor in Multimedia Journalism,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,The American University in Cairo
17,"Senior Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 3 jours,Agoda
18,Staff Nurse in Saudi Arabia,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Antal International
19,Regional Customer Experience and Projects Lead - Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 1 mois,Jumia Group
20,"Product Architect, Trilogy (Remote) - $200,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
21,Senior User Experience Designer,"Le Caire, Égypte Sur site",Il y a 1 semaine,Alsoug.com | Cashi
22,Production Engineer,"10th of Ramadan, Est, Égypte Sur site",Il y a 3 semaines,ELSEWEDY ELECTRIC
23,"Lead/Staff Software Engineer – iOS (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
24,Senior Front End Developer - Jumia (Full Time) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 1 mois,Jumia Group
