,job,location,date,company
0,Back Office Employee,"Le Caire, Égypte Sur site","Il y a 20 minutes

                Au cours des 24 dernières heures",Raya CX
1,"Analyst, Partner Development(PDe) – SQL, R, Python, Pandas, Scala (Bangkok-based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
2,Consultant,"Le Caire, Le Caire, Égypte Sur site","Il y a 1 heure

                Au cours des 24 dernières heures",AlkaderAlaraby for recruitment
3,"People Data Analyst(Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,Agoda
4,"Quality Assurance Analyst, Virtasant (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
5,Python Technologist,"Nasr City, Le Caire, Égypte",Il y a 6 jours,Nagwa
6,Quality Assurance Analyst - Jumia (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 4 semaines,Jumia Group
7,"People Data Analyst(Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 1 semaine,Agoda
8,Sports Sales Representative (Fluent English speaker),"Le Caire, Égypte Sur site",Il y a 1 jour,RISEUP Group
9,"Analyst, Partner Development(PDe) – SQL, R, Python, Pandas, Scala (Bangkok-based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
10,"People Data Analyst(Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda
11,Payment Support Associate - Jumia Pay (Full Time),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 semaine,Jumia Group
12,"Analyst, Partner Development(PDe) – SQL, R, Python, Pandas, Scala (Bangkok-based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
13,Associate Data Analyst- Customer Experience Group | Bangkok-based,"Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
14,Quality Assurance Analyst - Jumia (Full Time) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 4 semaines,Jumia Group
15,Instructional Designer,"Le Caire, Égypte Sur site","Il y a 7 heures

                Au cours des 24 dernières heures",Tripathon E-Learn & Onboard
16,"People BI Specialist (Bangkok Based, Relocation Provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,Agoda
17,"Senior Analyst, Partner Development – SQL, R, Python, Pandas, Scala (Bangkok-based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,Agoda
18,Associate Data Analyst- Customer Experience Group | Bangkok-based,"Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
19,Associate Data Analyst- Customer Experience Group | Bangkok-based,"Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
20,"Senior Analyst, Partner Development – SQL, R, Python, Pandas, Scala (Bangkok-based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda
21,"Senior Analyst, Partner Development – SQL, R, Python, Pandas, Scala (Bangkok-based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 1 semaine,Agoda
22,Staff Product Designer,Égypte À distance,Il y a 1 jour,Remote
23,"Cyber Security Analyst (Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 1 semaine,Agoda
24,Application Support Analyst - Level II,"El Gouna, Mer Rouge, Égypte",Il y a 2 semaines,TreviPay
