,job,location,date,company
0,Data Engineer,"Ville de Paris, Île-de-France, France Hybride",Il y a 1 semaine,AXA Group Operations
1,Data Scientist Senior,"Île-de-France, France Hybride",Il y a 2 jours,Implicity
2,Data Analyst (F/H),"Paris, Île-de-France, France Sur site",Il y a 1 mois,Jobs via eFinancialCareers
3,Search Evaluators for Catalan Speakers in France,"Dijon, Bourgogne-Franche-Comté, France À distance",Il y a 2 semaines,Appen
4,Data scientist H/F,"Issy-les-Moulineaux, Île-de-France, France Sur site",Il y a 4 semaines,Jobs via eFinancialCareers
5,STAGE - Test analyst CRM (H/F),"Clermont-Ferrand, Auvergne-Rhône-Alpes, France Sur site",Il y a 3 mois,Michelin
6,Data Analyst - Betting odds,"Paris, Île-de-France, France",Il y a 3 semaines,Gaming Jobs
7,Data Engineer H/F,"Yvelines, Île-de-France, France Sur site","Il y a 4 heures

                Au cours des 24 dernières heures",Expleo Group
8,Search Evaluators for Catalan Speakers in France,"Toulon, Provence-Alpes-Côte d’Azur, France À distance",Il y a 2 semaines,Appen
9,Remote Opportunities in France | Appen,"Ville de Paris, Île-de-France, France À distance",Il y a 3 semaines,Appen
10,Graduate Program France - Profil Logistique H/F,"Paris, Île-de-France, France Sur site","Il y a 15 heures

                Au cours des 24 dernières heures",FM Logistic
11,Consultant.e Data Scientist (H/F),"Paris, Île-de-France, France Sur site",Il y a 1 mois,Jobs via eFinancialCareers
12,Search Evaluators for Catalan Speakers in France,"Clermont-Ferrand, Auvergne-Rhône-Alpes, France À distance",Il y a 2 semaines,Appen
13,Product Manager,"Paris, Île-de-France, France","Il y a 18 heures

                Au cours des 24 dernières heures",Livi
14,Stagiaire Data Analyst (F/H/NB),"Bordeaux, Nouvelle-Aquitaine, France Sur site",Il y a 1 semaine,Ubisoft
15,Assistant Support / Assistant Technician - Service Operations,"Paris, Île-de-France, France Sur site",Il y a 6 jours,Aggreko
16,Yacht Accountant,"Antibes, Provence-Alpes-Côte d’Azur, France Hybride","Il y a 2 heures

                Au cours des 24 dernières heures",Hill Robinson Yacht Management
17,DATA ANALYST QUALITE VENDEURS F/H,"Bordeaux, Nouvelle-Aquitaine, France Sur site",Il y a 2 semaines,Cdiscount
18,Chef de projet web,"Ville de Paris, Île-de-France, France Hybride","Il y a 8 heures

                Au cours des 24 dernières heures",Monsieur Biz
