,job,location,date,company
0,"Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
1,"Analyst- Supply Insights (Bangkok based, Relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
2,"Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
3,"Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
4,"Project Manager, Aurea Software (Remote) - $30,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
5,"Software Test Engineer, Virtasant (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
6,Billing Specialist/Bookkeeping (FT),"Nouveau Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Hub2Home
7,"Analyst/ Sr Analyst, Marketing (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 1 semaine,Agoda
8,"Analyst- Supply Insights (Bangkok based, Relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
9,"Lead/ Staff Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
10,"Accounting Specialist, Trilogy (Remote) - $30,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
11,Product Owner - Jumia Shop (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group
12,"Analyst/ Sr Analyst, Marketing (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda
13,"Director of Information Technology, Trilogy (Remote) - $200,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
14,Library: Information and Digital Literacy Coordinator,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,The American University in Cairo
15,"Accountant, Trilogy (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
16,"Analyst- Supply Insights (Bangkok based, Relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
17,Permanent Nanny Jobs Available,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 1 semaine,Jumia Group
18,Senior Data Scientist - Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 3 mois,Agoda
19,"Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Jumia Group
20,Regional Operations Data Analyst- Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 1 mois,Circle
21,Senior Content Marketing Specialist,"Alexandrie, Alexandrie, Égypte À distance",Il y a 1 semaine,Honeywell
22,Sr. Project Manager,"New Heliopolis, Le Caire, Égypte Sur site","Il y a 21 heures

                Au cours des 24 dernières heures",Agoda
23,"Analyst & Senior Analyst- Marketing (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Jumia Group
24,Golang Developer,"Le Caire, Égypte Hybride",Il y a 1 mois,
