,job,location,date,company
0,"Regional Controller, Trilogy (Remote) - $100,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
1,Engineering Program Manager - HBT / PROJ - Egypt,"New Heliopolis, Le Caire, Égypte Sur site",Il y a 1 semaine,Honeywell
2,Strategic Vendor Services Associate - Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 1 mois,Jumia Group
3,"Senior Software Developer, Trilogy (Remote) - $100,000/year USD","Assiout, Assiout, Égypte À distance",Il y a 1 jour,Crossover for Work
4,"Senior Software Developer, Trilogy (Remote) - $100,000/year USD","Alexandrie, Alexandrie, Égypte À distance",Il y a 1 jour,Crossover for Work
5,Warehouse Supervisor - Jumia (Full Time),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group
6,"Lead/ Staff Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 4 jours,Agoda
7,Technology Consulting –Resiliency Consultant,"Le Caire, Le Caire, Égypte",Il y a 1 semaine,Kyndryl
8,"Software Engineer – Full Stack – ( Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
9,DevOps Engineer / Site Reliability Engineer - Jumia Pay (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 semaines,Jumia Group
10,"Java Developer, Trilogy (Remote) - $100,000/year USD","Assiout, Assiout, Égypte À distance",Il y a 1 jour,Crossover for Work
11,IT Management Consultant: Technology-Hybrid Cloud Services,"Le Caire, Le Caire, Égypte",Il y a 1 mois,Kyndryl
12,"Technical Support Manager, Trilogy (Remote) - $100,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
13,"Software Engineer – Full Stack – ( Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
14,Partner Development Specialist – MEA coverage (Cairo-based),"Le Caire, Le Caire, Égypte",Il y a 6 jours,Agoda
15,Accounting Manager,"Le Caire, Le Caire, Égypte",Il y a 1 mois,Careem
16,"Senior Accountant, Trilogy (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
17,"Software Engineer – Full Stack – ( Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
18,Product Manager,"Le Caire, Égypte Hybride",Il y a 2 semaines,LyRise
19,"Java Developer, Trilogy (Remote) - $100,000/year USD","Alexandrie, Alexandrie, Égypte À distance",Il y a 1 jour,Crossover for Work
20,"Senior Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
21,Adjunct Faculty - Public Policy and Administration (Undergraduate),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,The American University in Cairo
22,Inside Sales Account representative with English,"Le Caire, Le Caire, Égypte À distance",Il y a 2 semaines,N3
23,"Lead/ Staff Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 4 jours,Agoda
24,Body Shop Production Engineer,"6 Octobre, Gizeh, Égypte Sur site",Il y a 1 semaine,General Motors
