,job,location,date,company
0,"Cyber Security Analyst (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,Agoda
1,"Analyst, Marketing Innovation (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
2,"Cyber Security Analyst (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda
3,"Test Specialist, Aurea Software (Remote) - $20,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
4,"Senior Data Analyst (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,Agoda
5,Product Manager - Oncology,"Le Caire, Le Caire, Égypte Sur site","Il y a 11 heures

                Au cours des 24 dernières heures",Amgen
6,"Analyst, Marketing Innovation (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
7,"Financial Analyst, Trilogy (Remote) - $30,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
8,"People BI Specialist (Bangkok Based, Relocation Provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda
9,"Analyst, Marketing Innovation (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
10,"Content Analyst(Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
11,"Content Analyst(Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
12,"Senior Data Analyst (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 1 semaine,Agoda
13,"Content Analyst(Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
14,"Analyst, Pulse Marketing (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
15,"People BI Specialist (Bangkok Based, Relocation Provided)","Gizeh, Gizeh, Égypte",Il y a 1 semaine,Agoda
16,"Analyst (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda
17,"Senior Data Analyst (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda
18,Candidate Specialist,"Alexandrie, Alexandrie, Égypte À distance",Il y a 1 semaine,Circle
19,"Analyst, Pulse Marketing (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
20,Human Resources Coordinator,"Le Caire, Égypte Sur site","Il y a 11 heures

                Au cours des 24 dernières heures",Crown Concepts Group
21,"Analyst, Pulse Marketing (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda
22,"Application Support Engineer, Trilogy (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
23,"Analyst (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda
24,"Bookkeeper, Trilogy (Remote) - $30,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work
